chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
jfreechart\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java,XYAnnotationEntity.java,101,66,0.653465,9,0.072607
jfreechart\src\main\java\org\jfree\chart\entity\CategoryLabelEntity.java,CategoryLabelEntity.java,117,72,0.615385,9,0.068376
jfreechart\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java,StandardEntityCollection.java,190,104,0.547368,17,0.032198
jfreechart\src\main\java\org\jfree\chart\labels\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java,ItemLabelAnchor.java,92,64,0.695652,1,0.695652
jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java,ItemLabelPosition.java,170,94,0.552941,16,0.034559
jfreechart\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java,FlowLabelGenerator.java,54,48,0.888889,1,0.888889
jfreechart\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java,XYToolTipGenerator.java,53,48,0.90566,1,0.90566
jfreechart\src\main\java\org\jfree\chart\labels\PieToolTipGenerator.java,PieToolTipGenerator.java,54,49,0.907407,1,0.907407
jfreechart\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java,XYZToolTipGenerator.java,53,48,0.90566,1,0.90566
jfreechart\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,XYItemLabelGenerator.java,54,49,0.907407,1,0.907407
jfreechart\src\main\java\org\jfree\chart\labels\XYSeriesLabelGenerator.java,XYSeriesLabelGenerator.java,57,52,0.912281,1,0.912281
jfreechart\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java,CrosshairLabelGenerator.java,50,45,0.9,1,0.9
jfreechart\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java,CategoryToolTipGenerator.java,61,56,0.918033,1,0.918033
jfreechart\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java,CustomXYToolTipGenerator.java,169,92,0.544379,17,0.032022
jfreechart\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java,PieSectionLabelGenerator.java,85,74,0.870588,1,0.870588
jfreechart\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java,HighLowItemLabelGenerator.java,198,93,0.469697,22,0.02135
jfreechart\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,BubbleXYItemLabelGenerator.java,242,127,0.524793,20,0.02624
jfreechart\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java,CategoryItemLabelGenerator.java,77,70,0.909091,1,0.909091
jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYToolTipGenerator.java,IntervalXYToolTipGenerator.java,243,119,0.489712,22,0.02226
jfreechart\src\main\java\org\jfree\chart\labels\StandardFlowLabelGenerator.java,StandardFlowLabelGenerator.java,115,68,0.591304,9,0.0657
jfreechart\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,StandardXYToolTipGenerator.java,174,115,0.66092,14,0.047209
jfreechart\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java,StandardPieToolTipGenerator.java,129,92,0.713178,9,0.079242
jfreechart\src\main\java\org\jfree\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator.java,231,122,0.528139,19,0.027797
jfreechart\src\main\java\org\jfree\chart\labels\AbstractXYItemLabelGenerator.java,AbstractXYItemLabelGenerator.java,315,160,0.507937,26,0.019536
jfreechart\src\main\java\org\jfree\chart\labels\CategorySeriesLabelGenerator.java,CategorySeriesLabelGenerator.java,56,51,0.910714,1,0.910714
jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYItemLabelGenerator.java,IntervalXYItemLabelGenerator.java,247,119,0.481781,22,0.021899
jfreechart\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,StandardXYItemLabelGenerator.java,173,115,0.66474,14,0.047481
jfreechart\src\main\java\org\jfree\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator.java,156,87,0.557692,12,0.046474
jfreechart\src\main\java\org\jfree\chart\labels\AbstractPieItemLabelGenerator.java,AbstractPieItemLabelGenerator.java,213,110,0.516432,18,0.028691
jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,BoxAndWhiskerToolTipGenerator.java,133,81,0.609023,8,0.076128
jfreechart\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java,MultipleXYSeriesLabelGenerator.java,212,100,0.471698,18,0.026205
jfreechart\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,StandardXYSeriesLabelGenerator.java,151,93,0.615894,11,0.05599
jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,BoxAndWhiskerXYToolTipGenerator.java,142,85,0.598592,9,0.06651
jfreechart\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,StandardCrosshairLabelGenerator.java,137,80,0.583942,12,0.048662
jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java,IntervalCategoryToolTipGenerator.java,141,77,0.546099,14,0.039007
jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java,StandardCategoryToolTipGenerator.java,119,76,0.638655,10,0.063866
jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,StandardPieSectionLabelGenerator.java,230,145,0.630435,17,0.037084
jfreechart\src\main\java\org\jfree\chart\labels\AbstractCategoryItemLabelGenerator.java,AbstractCategoryItemLabelGenerator.java,286,151,0.527972,20,0.026399
jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,IntervalCategoryItemLabelGenerator.java,122,68,0.557377,10,0.055738
jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,StandardCategoryItemLabelGenerator.java,133,86,0.646617,11,0.058783
jfreechart\src\main\java\org\jfree\chart\labels\StandardCategorySeriesLabelGenerator.java,StandardCategorySeriesLabelGenerator.java,144,87,0.604167,11,0.054924
jfreechart\src\main\java\org\jfree\chart\legend\LegendItem.java,LegendItem.java,983,539,0.548321,83,0.006606
jfreechart\src\main\java\org\jfree\chart\legend\LegendTitle.java,LegendTitle.java,617,270,0.437601,67,0.006531
jfreechart\src\main\java\org\jfree\chart\legend\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\legend\LegendGraphic.java,LegendGraphic.java,683,349,0.510981,70,0.0073
jfreechart\src\main\java\org\jfree\chart\legend\LegendItemSource.java,LegendItemSource.java,50,45,0.9,1,0.9
jfreechart\src\main\java\org\jfree\chart\legend\PaintScaleLegend.java,PaintScaleLegend.java,662,271,0.409366,75,0.005458
jfreechart\src\main\java\org\jfree\chart\legend\LegendItemCollection.java,LegendItemCollection.java,142,86,0.605634,13,0.046587
jfreechart\src\main\java\org\jfree\chart\legend\LegendRenderingOrder.java,LegendRenderingOrder.java,45,40,0.888889,1,0.888889
jfreechart\src\main\java\org\jfree\chart\legend\LegendItemBlockContainer.java,LegendItemBlockContainer.java,170,101,0.594118,12,0.04951
jfreechart\src\main\java\org\jfree\chart\encoders\EncoderUtil.java,EncoderUtil.java,178,125,0.702247,9,0.078027
jfreechart\src\main\java\org\jfree\chart\encoders\ImageFormat.java,ImageFormat.java,52,46,0.884615,2,0.442308
jfreechart\src\main\java\org\jfree\chart\encoders\ImageEncoder.java,ImageEncoder.java,95,82,0.863158,1,0.863158
jfreechart\src\main\java\org\jfree\chart\encoders\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\encoders\ImageEncoderFactory.java,ImageEncoderFactory.java,143,91,0.636364,8,0.079545
jfreechart\src\main\java\org\jfree\chart\encoders\SunPNGEncoderAdapter.java,SunPNGEncoderAdapter.java,117,81,0.692308,7,0.098901
jfreechart\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,SunJPEGEncoderAdapter.java,156,97,0.621795,9,0.069088
jfreechart\src\main\java\org\jfree\chart\imagemap\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java,ImageMapUtils.java,239,116,0.485356,21,0.023112
jfreechart\src\main\java\org\jfree\chart\imagemap\URLTagFragmentGenerator.java,URLTagFragmentGenerator.java,62,54,0.870968,1,0.870968
jfreechart\src\main\java\org\jfree\chart\imagemap\ToolTipTagFragmentGenerator.java,ToolTipTagFragmentGenerator.java,61,57,0.934426,1,0.934426
jfreechart\src\main\java\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java,StandardURLTagFragmentGenerator.java,66,55,0.833333,3,0.277778
jfreechart\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,OverLIBToolTipTagFragmentGenerator.java,69,56,0.811594,3,0.270531
jfreechart\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,StandardToolTipTagFragmentGenerator.java,65,53,0.815385,3,0.271795
jfreechart\src\main\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java,DynamicDriveToolTipTagFragmentGenerator.java,86,66,0.767442,4,0.19186
jfreechart\src\main\java\org\jfree\chart\internal\Args.java,Args.java,114,80,0.701754,11,0.063796
jfreechart\src\main\java\org\jfree\chart\internal\HashUtils.java,HashUtils.java,192,127,0.661458,15,0.044097
jfreechart\src\main\java\org\jfree\chart\internal\LineUtils.java,LineUtils.java,151,68,0.450331,18,0.025018
jfreechart\src\main\java\org\jfree\chart\internal\ArrayUtils.java,ArrayUtils.java,188,82,0.43617,25,0.017447
jfreechart\src\main\java\org\jfree\chart\internal\CloneUtils.java,CloneUtils.java,174,85,0.488506,13,0.037577
jfreechart\src\main\java\org\jfree\chart\internal\PaintUtils.java,PaintUtils.java,201,84,0.41791,24,0.017413
jfreechart\src\main\java\org\jfree\chart\internal\ShapeUtils.java,ShapeUtils.java,489,227,0.464213,45,0.010316
jfreechart\src\main\java\org\jfree\chart\internal\SerialUtils.java,SerialUtils.java,634,221,0.34858,65,0.005363
jfreechart\src\main\java\org\jfree\chart\internal\package-info.java,package-info.java,4,3,0.75,1,0.75
jfreechart\src\main\java\org\jfree\chart\renderer\xy\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java,XYBarPainter.java,80,69,0.8625,1,0.8625
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java,XYBarRenderer.java,1084,463,0.427122,124,0.003445
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,XYDotRenderer.java,336,167,0.497024,31,0.016033
jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,VectorRenderer.java,314,108,0.343949,23,0.014954
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java,XYAreaRenderer.java,649,265,0.40832,81,0.005041
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java,XYItemRenderer.java,1327,1158,0.872645,25,0.034906
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java,XYStepRenderer.java,316,152,0.481013,28,0.017179
jfreechart\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java,HighLowRenderer.java,448,206,0.459821,47,0.009783
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java,XYAreaRenderer2.java,392,159,0.405612,32,0.012675
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java,XYBlockRenderer.java,484,228,0.471074,50,0.009421
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java,XYErrorRenderer.java,415,204,0.491566,36,0.013655
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,XYShapeRenderer.java,562,292,0.519573,53,0.009803
jfreechart\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java,WindItemRenderer.java,157,73,0.464968,4,0.116242
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java,XYBubbleRenderer.java,311,119,0.382637,36,0.010629
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,XYSplineRenderer.java,463,210,0.453564,39,0.01163
jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,DeviationRenderer.java,342,174,0.508772,30,0.016959
jfreechart\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java,YIntervalRenderer.java,277,135,0.487365,20,0.024368
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java,XYStepAreaRenderer.java,565,272,0.481416,65,0.007406
jfreechart\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,CandlestickRenderer.java,818,390,0.476773,76,0.006273
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java,XYItemRendererState.java,182,145,0.796703,9,0.088523
jfreechart\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,CyclicXYItemRenderer.java,437,188,0.430206,52,0.008273
jfreechart\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java,GradientXYBarPainter.java,339,125,0.368732,33,0.011174
jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java,StackedXYBarRenderer.java,374,150,0.40107,44,0.009115
jfreechart\src\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java,StandardXYBarPainter.java,202,96,0.475248,23,0.020663
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java,XYDifferenceRenderer.java,1057,354,0.33491,104,0.00322
jfreechart\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,DefaultXYItemRenderer.java,52,46,0.884615,1,0.884615
jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,DeviationStepRenderer.java,282,109,0.386525,31,0.012469
jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java,StackedXYAreaRenderer.java,609,274,0.449918,61,0.007376
jfreechart\src\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java,AbstractXYItemRenderer.java,1524,552,0.362205,146,0.002481
jfreechart\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,ClusteredXYBarRenderer.java,328,131,0.39939,31,0.012884
jfreechart\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java,SamplingXYLineRenderer.java,333,163,0.489489,25,0.01958
jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,StackedXYAreaRenderer2.java,493,170,0.344828,40,0.008621
jfreechart\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java,StandardXYItemRenderer.java,902,436,0.48337,106,0.00456
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java,XYLineAndShapeRenderer.java,1078,559,0.518553,102,0.005084
jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java,XYBoxAndWhiskerRenderer.java,733,301,0.410641,66,0.006222
jfreechart\src\main\java\org\jfree\chart\renderer\category\BarPainter.java,BarPainter.java,84,73,0.869048,1,0.869048
jfreechart\src\main\java\org\jfree\chart\renderer\category\BarRenderer.java,BarRenderer.java,1200,521,0.434167,129,0.003366
jfreechart\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java,AreaRenderer.java,299,107,0.35786,35,0.010225
jfreechart\src\main\java\org\jfree\chart\renderer\category\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java,GanttRenderer.java,555,205,0.369369,51,0.007243
jfreechart\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java,LevelRenderer.java,403,182,0.451613,34,0.013283
jfreechart\src\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java,ScatterRenderer.java,534,265,0.496255,50,0.009925
jfreechart\src\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java,GradientBarPainter.java,340,126,0.370588,33,0.01123
jfreechart\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java,LayeredBarRenderer.java,428,147,0.343458,69,0.004978
jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java,StackedBarRenderer.java,346,131,0.378613,39,0.009708
jfreechart\src\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java,StandardBarPainter.java,202,96,0.475248,23,0.020663
jfreechart\src\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java,IntervalBarRenderer.java,220,103,0.468182,20,0.023409
jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java,StackedAreaRenderer.java,438,156,0.356164,37,0.009626
jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRenderer.java,CategoryItemRenderer.java,1439,1269,0.881862,33,0.026723
jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java,CategoryStepRenderer.java,324,154,0.475309,33,0.014403
jfreechart\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java,LineAndShapeRenderer.java,774,396,0.511628,83,0.006164
jfreechart\src\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java,WaterfallBarRenderer.java,429,169,0.393939,42,0.00938
jfreechart\src\main\java\org\jfree\chart\renderer\category\BoxAndWhiskerRenderer.java,BoxAndWhiskerRenderer.java,1012,419,0.414032,108,0.003834
jfreechart\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java,MinMaxCategoryRenderer.java,493,226,0.458418,45,0.010187
jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java,StatisticalBarRenderer.java,518,186,0.359073,59,0.006086
jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java,CategoryItemRendererState.java,186,122,0.655914,15,0.043728
jfreechart\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java,GroupedStackedBarRenderer.java,332,114,0.343373,30,0.011446
jfreechart\src\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java,DefaultCategoryItemRenderer.java,52,45,0.865385,1,0.865385
jfreechart\src\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java,AbstractCategoryItemRenderer.java,1542,618,0.400778,155,0.002586
jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java,StatisticalLineAndShapeRenderer.java,426,158,0.370892,50,0.007418
jfreechart\src\main\java\org\jfree\chart\renderer\Outlier.java,Outlier.java,196,126,0.642857,18,0.035714
jfreechart\src\main\java\org\jfree\chart\renderer\PaintScale.java,PaintScale.java,73,65,0.890411,1,0.890411
jfreechart\src\main\java\org\jfree\chart\renderer\OutlierList.java,OutlierList.java,156,107,0.685897,11,0.062354
jfreechart\src\main\java\org\jfree\chart\renderer\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\renderer\RendererState.java,RendererState.java,103,72,0.699029,8,0.087379
jfreechart\src\main\java\org\jfree\chart\renderer\RendererUtils.java,RendererUtils.java,247,94,0.380567,36,0.010571
jfreechart\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java,GrayPaintScale.java,203,121,0.596059,18,0.033114
jfreechart\src\main\java\org\jfree\chart\renderer\AbstractRenderer.java,AbstractRenderer.java,2774,1539,0.554795,347,0.001599
jfreechart\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,LookupPaintScale.java,344,165,0.479651,36,0.013324
jfreechart\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java,WaferMapRenderer.java,344,145,0.421512,34,0.012397
jfreechart\src\main\java\org\jfree\chart\renderer\PolarItemRenderer.java,PolarItemRenderer.java,182,147,0.807692,1,0.807692
jfreechart\src\main\java\org\jfree\chart\renderer\AreaRendererEndType.java,AreaRendererEndType.java,58,52,0.896552,1,0.896552
jfreechart\src\main\java\org\jfree\chart\renderer\NotOutlierException.java,NotOutlierException.java,57,51,0.894737,2,0.447368
jfreechart\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,OutlierListCollection.java,157,108,0.687898,11,0.062536
jfreechart\src\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java,DefaultPolarItemRenderer.java,840,354,0.421429,83,0.005077
jfreechart\src\main\java\org\jfree\chart\annotations\Annotation.java,Annotation.java,57,50,0.877193,1,0.877193
jfreechart\src\main\java\org\jfree\chart\annotations\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\annotations\XYAnnotation.java,XYAnnotation.java,64,53,0.828125,1,0.828125
jfreechart\src\main\java\org\jfree\chart\annotations\TextAnnotation.java,TextAnnotation.java,314,177,0.563694,29,0.019438
jfreechart\src\main\java\org\jfree\chart\annotations\XYBoxAnnotation.java,XYBoxAnnotation.java,342,166,0.48538,29,0.016737
jfreechart\src\main\java\org\jfree\chart\annotations\XYLineAnnotation.java,XYLineAnnotation.java,331,151,0.456193,26,0.017546
jfreechart\src\main\java\org\jfree\chart\annotations\XYTextAnnotation.java,XYTextAnnotation.java,583,301,0.516295,54,0.009561
jfreechart\src\main\java\org\jfree\chart\annotations\XYImageAnnotation.java,XYImageAnnotation.java,272,138,0.507353,21,0.02416
jfreechart\src\main\java\org\jfree\chart\annotations\XYShapeAnnotation.java,XYShapeAnnotation.java,272,120,0.441176,20,0.022059
jfreechart\src\main\java\org\jfree\chart\annotations\XYTitleAnnotation.java,XYTitleAnnotation.java,359,147,0.409471,37,0.011067
jfreechart\src\main\java\org\jfree\chart\annotations\AbstractAnnotation.java,AbstractAnnotation.java,198,130,0.656566,17,0.038622
jfreechart\src\main\java\org\jfree\chart\annotations\CategoryAnnotation.java,CategoryAnnotation.java,60,50,0.833333,1,0.833333
jfreechart\src\main\java\org\jfree\chart\annotations\XYPointerAnnotation.java,XYPointerAnnotation.java,494,242,0.489879,41,0.011948
jfreechart\src\main\java\org\jfree\chart\annotations\XYPolygonAnnotation.java,XYPolygonAnnotation.java,321,150,0.46729,27,0.017307
jfreechart\src\main\java\org\jfree\chart\annotations\AbstractXYAnnotation.java,AbstractXYAnnotation.java,186,109,0.586022,16,0.036626
jfreechart\src\main\java\org\jfree\chart\annotations\XYDrawableAnnotation.java,XYDrawableAnnotation.java,270,128,0.474074,23,0.020612
jfreechart\src\main\java\org\jfree\chart\annotations\XYDataImageAnnotation.java,XYDataImageAnnotation.java,335,176,0.525373,27,0.019458
jfreechart\src\main\java\org\jfree\chart\annotations\CategoryLineAnnotation.java,CategoryLineAnnotation.java,390,192,0.492308,28,0.017582
jfreechart\src\main\java\org\jfree\chart\annotations\CategoryTextAnnotation.java,CategoryTextAnnotation.java,246,123,0.5,20,0.025
jfreechart\src\main\java\org\jfree\chart\annotations\XYAnnotationBoundsInfo.java,XYAnnotationBoundsInfo.java,64,57,0.890625,1,0.890625
jfreechart\src\main\java\org\jfree\chart\annotations\CategoryPointerAnnotation.java,CategoryPointerAnnotation.java,480,243,0.50625,39,0.012981
jfreechart\src\main\java\org\jfree\chart\Drawable.java,Drawable.java,43,37,0.860465,1,0.860465
jfreechart\src\main\java\org\jfree\chart\ChartColor.java,ChartColor.java,149,79,0.530201,28,0.018936
jfreechart\src\main\java\org\jfree\chart\ChartHints.java,ChartHints.java,93,68,0.731183,8,0.091398
jfreechart\src\main\java\org\jfree\chart\ChartTheme.java,ChartTheme.java,51,47,0.921569,1,0.921569
jfreechart\src\main\java\org\jfree\chart\ChartUtils.java,ChartUtils.java,630,395,0.626984,33,0.019
jfreechart\src\main\java\org\jfree\chart\JFreeChart.java,JFreeChart.java,1504,727,0.483378,170,0.002843
jfreechart\src\main\java\org\jfree\chart\ChartElement.java,ChartElement.java,48,44,0.916667,1,0.916667
jfreechart\src\main\java\org\jfree\chart\ChartFactory.java,ChartFactory.java,1870,877,0.468984,138,0.003398
jfreechart\src\main\java\org\jfree\chart\package-info.java,package-info.java,4,3,0.75,0,∞
jfreechart\src\main\java\org\jfree\chart\ChartTransferable.java,ChartTransferable.java,231,130,0.562771,14,0.040198
jfreechart\src\main\java\org\jfree\chart\ChartRenderingInfo.java,ChartRenderingInfo.java,231,134,0.580087,21,0.027623
jfreechart\src\main\java\org\jfree\chart\StandardChartTheme.java,StandardChartTheme.java,1644,697,0.423966,164,0.002585
jfreechart\src\main\java\org\jfree\chart\ChartElementVisitor.java,ChartElementVisitor.java,47,43,0.914894,1,0.914894
jfreechart\src\main\java\module-info.java,module-info.java,43,3,0.069767,0,∞
jfreechart\src\test\java\org\jfree\data\xy\VectorTest.java,VectorTest.java,92,51,0.554348,5,0.11087
jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,XYSeriesTest.java,672,160,0.238095,37,0.006435
jfreechart\src\test\java\org\jfree\data\xy\YIntervalTest.java,YIntervalTest.java,82,47,0.573171,4,0.143293
jfreechart\src\test\java\org\jfree\data\xy\XYDataItemTest.java,XYDataItemTest.java,79,47,0.594937,4,0.148734
jfreechart\src\test\java\org\jfree\data\xy\XYIntervalTest.java,XYIntervalTest.java,90,47,0.522222,4,0.130556
jfreechart\src\test\java\org\jfree\data\xy\MatrixSeriesTest.java,MatrixSeriesTest.java,144,56,0.388889,7,0.055556
jfreechart\src\test\java\org\jfree\data\xy\OHLCDataItemTest.java,OHLCDataItemTest.java,74,47,0.635135,4,0.158784
jfreechart\src\test\java\org\jfree\data\xy\VectorSeriesTest.java,VectorSeriesTest.java,246,86,0.349593,13,0.026892
jfreechart\src\test\java\org\jfree\data\xy\XYBarDatasetTest.java,XYBarDatasetTest.java,118,53,0.449153,5,0.089831
jfreechart\src\test\java\org\jfree\data\xy\XYCoordinateTest.java,XYCoordinateTest.java,92,51,0.554348,5,0.11087
jfreechart\src\test\java\org\jfree\data\xy\TableXYDatasetTest.java,TableXYDatasetTest.java,235,102,0.434043,11,0.039458
jfreechart\src\test\java\org\jfree\data\xy\VectorDataItemTest.java,VectorDataItemTest.java,104,51,0.490385,5,0.098077
jfreechart\src\test\java\org\jfree\data\xy\YWithXIntervalTest.java,YWithXIntervalTest.java,82,47,0.573171,4,0.143293
jfreechart\src\test\java\org\jfree\data\xy\XIntervalSeriesTest.java,XIntervalSeriesTest.java,264,90,0.340909,15,0.022727
jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,YIntervalSeriesTest.java,242,84,0.347107,13,0.026701
jfreechart\src\test\java\org\jfree\data\xy\DefaultXYDatasetTest.java,DefaultXYDatasetTest.java,195,72,0.369231,9,0.041026
jfreechart\src\test\java\org\jfree\data\xy\XYIntervalSeriesTest.java,XYIntervalSeriesTest.java,256,87,0.339844,14,0.024275
jfreechart\src\test\java\org\jfree\data\xy\DefaultXYZDatasetTest.java,DefaultXYZDatasetTest.java,201,72,0.358209,9,0.039801
jfreechart\src\test\java\org\jfree\data\xy\XIntervalDataItemTest.java,XIntervalDataItemTest.java,107,54,0.504673,5,0.100935
jfreechart\src\test\java\org\jfree\data\xy\YIntervalDataItemTest.java,YIntervalDataItemTest.java,112,59,0.526786,5,0.105357
jfreechart\src\test\java\org\jfree\data\xy\DefaultOHLCDatasetTest.java,DefaultOHLCDatasetTest.java,135,57,0.422222,7,0.060317
jfreechart\src\test\java\org\jfree\data\xy\DefaultWindDatasetTest.java,DefaultWindDatasetTest.java,167,76,0.45509,8,0.056886
jfreechart\src\test\java\org\jfree\data\xy\IntervalXYDelegateTest.java,IntervalXYDelegateTest.java,103,47,0.456311,4,0.114078
