chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
jfreechart\src\test\java\org\jfree\data\xy\XYIntervalDataItemTest.java,XYIntervalDataItemTest.java,124,56,0.451613,5,0.090323
jfreechart\src\test\java\org\jfree\data\xy\XYSeriesCollectionTest.java,XYSeriesCollectionTest.java,416,104,0.25,18,0.013889
jfreechart\src\test\java\org\jfree\data\xy\DefaultHighLowDatasetTest.java,DefaultHighLowDatasetTest.java,161,50,0.310559,5,0.062112
jfreechart\src\test\java\org\jfree\data\xy\DefaultTableXYDatasetTest.java,DefaultTableXYDatasetTest.java,171,60,0.350877,7,0.050125
jfreechart\src\test\java\org\jfree\data\xy\CategoryTableXYDatasetTest.java,CategoryTableXYDatasetTest.java,162,61,0.376543,7,0.053792
jfreechart\src\test\java\org\jfree\data\xy\MatrixSeriesCollectionTest.java,MatrixSeriesCollectionTest.java,103,51,0.495146,5,0.099029
jfreechart\src\test\java\org\jfree\data\xy\VectorSeriesCollectionTest.java,VectorSeriesCollectionTest.java,125,54,0.432,6,0.072
jfreechart\src\test\java\org\jfree\data\xy\DefaultIntervalXYDatasetTest.java,DefaultIntervalXYDatasetTest.java,318,100,0.314465,18,0.01747
jfreechart\src\test\java\org\jfree\data\xy\XIntervalSeriesCollectionTest.java,XIntervalSeriesCollectionTest.java,164,65,0.396341,8,0.049543
jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesCollectionTest.java,YIntervalSeriesCollectionTest.java,150,62,0.413333,7,0.059048
jfreechart\src\test\java\org\jfree\data\xy\XYIntervalSeriesCollectionTest.java,XYIntervalSeriesCollectionTest.java,158,64,0.405063,7,0.057866
jfreechart\src\test\java\org\jfree\data\flow\FlowKeyTest.java,FlowKeyTest.java,82,47,0.573171,4,0.143293
jfreechart\src\test\java\org\jfree\data\flow\NodeKeyTest.java,NodeKeyTest.java,84,49,0.583333,4,0.145833
jfreechart\src\test\java\org\jfree\data\flow\DefaultFlowDatasetTest.java,DefaultFlowDatasetTest.java,116,59,0.508621,7,0.07266
jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCTest.java,OHLCTest.java,98,50,0.510204,5,0.102041
jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCItemTest.java,OHLCItemTest.java,126,58,0.460317,6,0.07672
jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesTest.java,OHLCSeriesTest.java,226,80,0.353982,13,0.027229
jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,OHLCSeriesCollectionTest.java,215,79,0.367442,10,0.036744
jfreechart\src\test\java\org\jfree\data\time\DayTest.java,DayTest.java,510,151,0.296078,32,0.009252
jfreechart\src\test\java\org\jfree\data\time\HourTest.java,HourTest.java,463,137,0.295896,29,0.010203
jfreechart\src\test\java\org\jfree\data\time\WeekTest.java,WeekTest.java,639,183,0.286385,34,0.008423
jfreechart\src\test\java\org\jfree\data\time\YearTest.java,YearTest.java,465,137,0.294624,29,0.010159
jfreechart\src\test\java\org\jfree\data\time\MonthTest.java,MonthTest.java,525,151,0.287619,33,0.008716
jfreechart\src\test\java\org\jfree\data\time\MinuteTest.java,MinuteTest.java,438,122,0.278539,25,0.011142
jfreechart\src\test\java\org\jfree\data\time\SecondTest.java,SecondTest.java,430,118,0.274419,24,0.011434
jfreechart\src\test\java\org\jfree\data\time\QuarterTest.java,QuarterTest.java,546,158,0.289377,33,0.008769
jfreechart\src\test\java\org\jfree\data\time\DateRangeTest.java,DateRangeTest.java,94,51,0.542553,5,0.108511
jfreechart\src\test\java\org\jfree\data\time\TimeSeriesTest.java,TimeSeriesTest.java,1005,221,0.2199,47,0.004679
jfreechart\src\test\java\org\jfree\data\time\MillisecondTest.java,MillisecondTest.java,458,125,0.272926,25,0.010917
jfreechart\src\test\java\org\jfree\data\time\MovingAverageTest.java,MovingAverageTest.java,89,48,0.539326,2,0.269663
jfreechart\src\test\java\org\jfree\data\time\TimePeriodValueTest.java,TimePeriodValueTest.java,81,47,0.580247,5,0.116049
jfreechart\src\test\java\org\jfree\data\time\FixedMillisecondTest.java,FixedMillisecondTest.java,87,51,0.586207,5,0.117241
jfreechart\src\test\java\org\jfree\data\time\SimpleTimePeriodTest.java,SimpleTimePeriodTest.java,156,61,0.391026,8,0.048878
jfreechart\src\test\java\org\jfree\data\time\TimePeriodAnchorTest.java,TimePeriodAnchorTest.java,62,44,0.709677,3,0.236559
jfreechart\src\test\java\org\jfree\data\time\TimePeriodValuesTest.java,TimePeriodValuesTest.java,267,95,0.355805,17,0.02093
jfreechart\src\test\java\org\jfree\data\time\TimeSeriesDataItemTest.java,TimeSeriesDataItemTest.java,85,53,0.623529,4,0.155882
jfreechart\src\test\java\org\jfree\data\time\TimeTableXYDatasetTest.java,TimeTableXYDatasetTest.java,143,58,0.405594,7,0.057942
jfreechart\src\test\java\org\jfree\data\time\TimeSeriesCollectionTest.java,TimeSeriesCollectionTest.java,410,104,0.253659,14,0.018118
jfreechart\src\test\java\org\jfree\data\time\TimePeriodValuesCollectionTest.java,TimePeriodValuesCollectionTest.java,176,67,0.380682,7,0.054383
jfreechart\src\test\java\org\jfree\data\gantt\TaskTest.java,TaskTest.java,110,50,0.454545,5,0.090909
jfreechart\src\test\java\org\jfree\data\gantt\TaskSeriesTest.java,TaskSeriesTest.java,108,51,0.472222,5,0.094444
jfreechart\src\test\java\org\jfree\data\gantt\XYTaskDatasetTest.java,XYTaskDatasetTest.java,121,49,0.404959,4,0.10124
jfreechart\src\test\java\org\jfree\data\gantt\TaskSeriesCollectionTest.java,TaskSeriesCollectionTest.java,574,144,0.250871,25,0.010035
jfreechart\src\test\java\org\jfree\data\gantt\SlidingGanttCategoryDatasetTest.java,SlidingGanttCategoryDatasetTest.java,160,54,0.3375,7,0.048214
jfreechart\src\test\java\org\jfree\data\general\DatasetUtilsTest.java,DatasetUtilsTest.java,1341,297,0.221477,63,0.003516
jfreechart\src\test\java\org\jfree\data\general\IntervalDataItem.java,IntervalDataItem.java,59,39,0.661017,5,0.132203
jfreechart\src\test\java\org\jfree\data\general\DefaultPieDatasetTest.java,DefaultPieDatasetTest.java,159,63,0.396226,9,0.044025
jfreechart\src\test\java\org\jfree\data\general\TestIntervalXYZDataset.java,TestIntervalXYZDataset.java,133,47,0.353383,21,0.016828
jfreechart\src\test\java\org\jfree\data\general\DefaultHeatMapDatasetTest.java,DefaultHeatMapDatasetTest.java,165,57,0.345455,6,0.057576
jfreechart\src\test\java\org\jfree\data\general\TestIntervalCategoryDataset.java,TestIntervalCategoryDataset.java,434,241,0.5553,42,0.013221
jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValueDatasetTest.java,DefaultKeyedValueDatasetTest.java,97,52,0.536082,5,0.107216
jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValuesDatasetTest.java,DefaultKeyedValuesDatasetTest.java,73,45,0.616438,3,0.205479
jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValues2DDatasetTest.java,DefaultKeyedValues2DDatasetTest.java,74,46,0.621622,3,0.207207
jfreechart\src\test\java\org\jfree\data\category\CategoryToPieDatasetTest.java,CategoryToPieDatasetTest.java,196,78,0.397959,7,0.056851
jfreechart\src\test\java\org\jfree\data\category\DefaultCategoryDatasetTest.java,DefaultCategoryDatasetTest.java,335,89,0.265672,15,0.017711
jfreechart\src\test\java\org\jfree\data\category\SlidingCategoryDatasetTest.java,SlidingCategoryDatasetTest.java,240,68,0.283333,10,0.028333
jfreechart\src\test\java\org\jfree\data\category\DefaultIntervalCategoryDatasetTest.java,DefaultIntervalCategoryDatasetTest.java,418,114,0.272727,21,0.012987
jfreechart\src\test\java\org\jfree\data\function\LineFunction2DTest.java,LineFunction2DTest.java,87,51,0.586207,5,0.117241
jfreechart\src\test\java\org\jfree\data\function\PowerFunction2DTest.java,PowerFunction2DTest.java,86,51,0.593023,5,0.118605
jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,PolynomialFunction2DTest.java,122,59,0.483607,8,0.060451
jfreechart\src\test\java\org\jfree\data\function\NormalDistributionFunction2DTest.java,NormalDistributionFunction2DTest.java,93,51,0.548387,5,0.109677
jfreechart\src\test\java\org\jfree\data\statistics\RegressionTest.java,RegressionTest.java,213,79,0.370892,9,0.04121
jfreechart\src\test\java\org\jfree\data\statistics\StatisticsTest.java,StatisticsTest.java,397,101,0.254408,13,0.01957
jfreechart\src\test\java\org\jfree\data\statistics\HistogramBinTest.java,HistogramBinTest.java,80,47,0.5875,4,0.146875
jfreechart\src\test\java\org\jfree\data\statistics\HistogramDatasetTest.java,HistogramDatasetTest.java,221,80,0.361991,12,0.030166
jfreechart\src\test\java\org\jfree\data\statistics\BoxAndWhiskerItemTest.java,BoxAndWhiskerItemTest.java,68,44,0.647059,3,0.215686
jfreechart\src\test\java\org\jfree\data\statistics\SimpleHistogramBinTest.java,SimpleHistogramBinTest.java,143,54,0.377622,6,0.062937
jfreechart\src\test\java\org\jfree\data\statistics\SimpleHistogramDatasetTest.java,SimpleHistogramDatasetTest.java,108,54,0.5,6,0.083333
jfreechart\src\test\java\org\jfree\data\statistics\BoxAndWhiskerCalculatorTest.java,BoxAndWhiskerCalculatorTest.java,147,54,0.367347,5,0.073469
jfreechart\src\test\java\org\jfree\data\statistics\MeanAndStandardDeviationTest.java,MeanAndStandardDeviationTest.java,79,47,0.594937,4,0.148734
jfreechart\src\test\java\org\jfree\data\statistics\DefaultBoxAndWhiskerXYDatasetTest.java,DefaultBoxAndWhiskerXYDatasetTest.java,156,59,0.378205,7,0.054029
jfreechart\src\test\java\org\jfree\data\statistics\DefaultMultiValueCategoryDatasetTest.java,DefaultMultiValueCategoryDatasetTest.java,218,66,0.302752,9,0.033639
jfreechart\src\test\java\org\jfree\data\statistics\DefaultStatisticalCategoryDatasetTest.java,DefaultStatisticalCategoryDatasetTest.java,238,79,0.331933,12,0.027661
jfreechart\src\test\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDatasetTest.java,DefaultBoxAndWhiskerCategoryDatasetTest.java,242,70,0.289256,11,0.026296
jfreechart\src\test\java\org\jfree\data\RangeTest.java,RangeTest.java,300,87,0.29,25,0.0116
jfreechart\src\test\java\org\jfree\data\DataUtilsTest.java,DataUtilsTest.java,213,59,0.276995,8,0.034624
jfreechart\src\test\java\org\jfree\data\RangeTypeTest.java,RangeTypeTest.java,83,47,0.566265,4,0.141566
jfreechart\src\test\java\org\jfree\data\DomainOrderTest.java,DomainOrderTest.java,83,47,0.566265,4,0.141566
jfreechart\src\test\java\org\jfree\data\KeyedObjectTest.java,KeyedObjectTest.java,107,54,0.504673,6,0.084112
jfreechart\src\test\java\org\jfree\data\KeyedObjectsTest.java,KeyedObjectsTest.java,313,90,0.28754,12,0.023962
jfreechart\src\test\java\org\jfree\data\KeyToGroupMapTest.java,KeyToGroupMapTest.java,211,88,0.417062,12,0.034755
jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,KeyedObjects2DTest.java,348,85,0.244253,12,0.020354
jfreechart\src\test\java\org\jfree\data\DefaultKeyedValueTest.java,DefaultKeyedValueTest.java,117,57,0.487179,6,0.081197
jfreechart\src\test\java\org\jfree\data\DefaultKeyedValuesTest.java,DefaultKeyedValuesTest.java,428,120,0.280374,19,0.014757
jfreechart\src\test\java\org\jfree\data\ComparableObjectItemTest.java,ComparableObjectItemTest.java,117,57,0.487179,6,0.081197
jfreechart\src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java,DefaultKeyedValues2DTest.java,295,85,0.288136,15,0.019209
jfreechart\src\test\java\org\jfree\data\DatasetChangeConfirmation.java,DatasetChangeConfirmation.java,48,38,0.791667,3,0.263889
jfreechart\src\test\java\org\jfree\data\ComparableObjectSeriesTest.java,ComparableObjectSeriesTest.java,184,74,0.402174,10,0.040217
jfreechart\src\test\java\org\jfree\chart\api\RectangleAlignmentTest.java,RectangleAlignmentTest.java,87,41,0.471264,2,0.235632
jfreechart\src\test\java\org\jfree\chart\axis\AxisTest.java,AxisTest.java,236,71,0.300847,5,0.060169
jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,LogAxisTest.java,253,79,0.312253,13,0.024019
jfreechart\src\test\java\org\jfree\chart\axis\DateAxisTest.java,DateAxisTest.java,1045,207,0.198086,28,0.007075
jfreechart\src\test\java\org\jfree\chart\axis\DateTickTest.java,DateTickTest.java,122,49,0.401639,5,0.080328
jfreechart\src\test\java\org\jfree\chart\axis\AxisSpaceTest.java,AxisSpaceTest.java,96,52,0.541667,4,0.135417
jfreechart\src\test\java\org\jfree\chart\axis\TickUnitsTest.java,TickUnitsTest.java,80,47,0.5875,4,0.146875
jfreechart\src\test\java\org\jfree\chart\axis\ValueAxisTest.java,ValueAxisTest.java,213,74,0.347418,5,0.069484
jfreechart\src\test\java\org\jfree\chart\axis\ModuloAxisTest.java,ModuloAxisTest.java,90,50,0.555556,5,0.111111
jfreechart\src\test\java\org\jfree\chart\axis\NumberAxisTest.java,NumberAxisTest.java,357,137,0.383754,14,0.027411
jfreechart\src\test\java\org\jfree\chart\axis\PeriodAxisTest.java,PeriodAxisTest.java,254,74,0.291339,11,0.026485
jfreechart\src\test\java\org\jfree\chart\axis\SymbolAxisTest.java,SymbolAxisTest.java,97,47,0.484536,4,0.121134
jfreechart\src\test\java\org\jfree\chart\axis\AxisLocationTest.java,AxisLocationTest.java,79,47,0.594937,4,0.148734
jfreechart\src\test\java\org\jfree\chart\axis\CategoryAxisTest.java,CategoryAxisTest.java,177,70,0.39548,6,0.065913
jfreechart\src\test\java\org\jfree\chart\axis\CategoryTickTest.java,CategoryTickTest.java,127,50,0.393701,5,0.07874
jfreechart\src\test\java\org\jfree\chart\axis\DateTickUnitTest.java,DateTickUnitTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\axis\CategoryAnchorTest.java,CategoryAnchorTest.java,77,47,0.61039,4,0.152597
jfreechart\src\test\java\org\jfree\chart\axis\MarkerAxisBandTest.java,MarkerAxisBandTest.java,98,47,0.479592,7,0.068513
jfreechart\src\test\java\org\jfree\chart\axis\NumberTickUnitTest.java,NumberTickUnitTest.java,91,50,0.549451,5,0.10989
jfreechart\src\test\java\org\jfree\chart\axis\LogarithmicAxisTest.java,LogarithmicAxisTest.java,205,81,0.395122,9,0.043902
jfreechart\src\test\java\org\jfree\chart\axis\MonthDateFormatTest.java,MonthDateFormatTest.java,129,55,0.426357,5,0.085271
jfreechart\src\test\java\org\jfree\chart\axis\SubCategoryAxisTest.java,SubCategoryAxisTest.java,136,58,0.426471,8,0.053309
jfreechart\src\test\java\org\jfree\chart\axis\CyclicNumberAxisTest.java,CyclicNumberAxisTest.java,122,56,0.459016,5,0.091803
jfreechart\src\test\java\org\jfree\chart\axis\QuarterDateFormatTest.java,QuarterDateFormatTest.java,112,50,0.446429,5,0.089286
jfreechart\src\test\java\org\jfree\chart\axis\PeriodAxisLabelInfoTest.java,PeriodAxisLabelInfoTest.java,169,53,0.313609,8,0.039201
jfreechart\src\test\java\org\jfree\chart\axis\DateTickMarkPositionTest.java,DateTickMarkPositionTest.java,78,47,0.602564,4,0.150641
jfreechart\src\test\java\org\jfree\chart\axis\ExtendedCategoryAxisTest.java,ExtendedCategoryAxisTest.java,137,58,0.423358,6,0.07056
jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelPositionTest.java,CategoryLabelPositionTest.java,132,47,0.356061,4,0.089015
jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelPositionsTest.java,CategoryLabelPositionsTest.java,161,47,0.291925,4,0.072981
jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelWidthTypeTest.java,CategoryLabelWidthTypeTest.java,76,47,0.618421,4,0.154605
jfreechart\src\test\java\org\jfree\chart\axis\StandardTickUnitSourceTest.java,StandardTickUnitSourceTest.java,63,44,0.698413,3,0.232804
jfreechart\src\test\java\org\jfree\chart\plot\pie\PiePlotTest.java,PiePlotTest.java,597,130,0.217755,24,0.009073
jfreechart\src\test\java\org\jfree\chart\plot\pie\PieLabelRecordTest.java,PieLabelRecordTest.java,105,47,0.447619,4,0.111905
jfreechart\src\test\java\org\jfree\chart\plot\pie\MultiplePiePlotTest.java,MultiplePiePlotTest.java,173,63,0.364162,7,0.052023
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialCapTest.java,DialCapTest.java,144,60,0.416667,5,0.083333
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialPlotTest.java,DialPlotTest.java,248,76,0.306452,11,0.027859
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialPointerTest.java,DialPointerTest.java,148,63,0.425676,8,0.053209
jfreechart\src\test\java\org\jfree\chart\plot\dial\ArcDialFrameTest.java,ArcDialFrameTest.java,138,59,0.427536,5,0.085507
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialBackgroundTest.java,DialBackgroundTest.java,134,59,0.440299,5,0.08806
jfreechart\src\test\java\org\jfree\chart\plot\dial\AbstractDialLayerTest.java,AbstractDialLayerTest.java,91,52,0.571429,4,0.142857
jfreechart\src\test\java\org\jfree\chart\plot\dial\StandardDialFrameTest.java,StandardDialFrameTest.java,123,56,0.455285,5,0.091057
jfreechart\src\test\java\org\jfree\chart\plot\dial\StandardDialRangeTest.java,StandardDialRangeTest.java,115,55,0.478261,5,0.095652
jfreechart\src\test\java\org\jfree\chart\plot\dial\StandardDialScaleTest.java,StandardDialScaleTest.java,231,76,0.329004,7,0.047001
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialTextAnnotationTest.java,DialTextAnnotationTest.java,133,60,0.451128,6,0.075188
jfreechart\src\test\java\org\jfree\chart\plot\dial\DialValueIndicatorTest.java,DialValueIndicatorTest.java,176,67,0.380682,5,0.076136
jfreechart\src\test\java\org\jfree\chart\plot\dial\MyDialLayerChangeListener.java,MyDialLayerChangeListener.java,58,50,0.862069,3,0.287356
jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,FlowPlotTest.java,242,62,0.256198,15,0.01708
jfreechart\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java,PinNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\LineNeedleTest.java,LineNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java,LongNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\PlumNeedleTest.java,PlumNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\ShipNeedleTest.java,ShipNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\WindNeedleTest.java,WindNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\ArrowNeedleTest.java,ArrowNeedleTest.java,79,47,0.594937,4,0.148734
jfreechart\src\test\java\org\jfree\chart\plot\compass\CompassPlotTest.java,CompassPlotTest.java,121,54,0.446281,6,0.07438
jfreechart\src\test\java\org\jfree\chart\plot\compass\MeterNeedleTest.java,MeterNeedleTest.java,85,41,0.482353,2,0.241176
jfreechart\src\test\java\org\jfree\chart\plot\compass\PointerNeedleTest.java,PointerNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\compass\MiddlePinNeedleTest.java,MiddlePinNeedleTest.java,75,47,0.626667,4,0.156667
jfreechart\src\test\java\org\jfree\chart\plot\PlotTest.java,PlotTest.java,150,60,0.4,4,0.1
jfreechart\src\test\java\org\jfree\chart\plot\MarkerTest.java,MarkerTest.java,366,122,0.333333,19,0.017544
jfreechart\src\test\java\org\jfree\chart\plot\XYPlotTest.java,XYPlotTest.java,1252,261,0.208466,52,0.004009
jfreechart\src\test\java\org\jfree\chart\plot\RingPlotTest.java,RingPlotTest.java,140,53,0.378571,4,0.094643
jfreechart\src\test\java\org\jfree\chart\plot\CrosshairTest.java,CrosshairTest.java,164,53,0.323171,6,0.053862
jfreechart\src\test\java\org\jfree\chart\plot\MeterPlotTest.java,MeterPlotTest.java,217,73,0.336406,9,0.037378
jfreechart\src\test\java\org\jfree\chart\plot\PolarPlotTest.java,PolarPlotTest.java,315,55,0.174603,11,0.015873
jfreechart\src\test\java\org\jfree\chart\plot\ValueMarkerTest.java,ValueMarkerTest.java,201,61,0.303483,10,0.030348
jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,CategoryPlotTest.java,1118,214,0.191413,41,0.004669
jfreechart\src\test\java\org\jfree\chart\plot\MeterIntervalTest.java,MeterIntervalTest.java,90,47,0.522222,4,0.130556
jfreechart\src\test\java\org\jfree\chart\plot\SpiderWebPlotTest.java,SpiderWebPlotTest.java,295,82,0.277966,8,0.034746
jfreechart\src\test\java\org\jfree\chart\plot\CategoryMarkerTest.java,CategoryMarkerTest.java,174,65,0.373563,7,0.053366
jfreechart\src\test\java\org\jfree\chart\plot\IntervalMarkerTest.java,IntervalMarkerTest.java,131,58,0.442748,7,0.06325
jfreechart\src\test\java\org\jfree\chart\plot\FastScatterPlotTest.java,FastScatterPlotTest.java,200,61,0.305,6,0.050833
jfreechart\src\test\java\org\jfree\chart\plot\PlotOrientationTest.java,PlotOrientationTest.java,67,46,0.686567,3,0.228856
jfreechart\src\test\java\org\jfree\chart\plot\ThermometerPlotTest.java,ThermometerPlotTest.java,171,60,0.350877,7,0.050125
jfreechart\src\test\java\org\jfree\chart\plot\MyPlotChangeListener.java,MyPlotChangeListener.java,79,60,0.759494,5,0.151899
jfreechart\src\test\java\org\jfree\chart\plot\PlotRenderingInfoTest.java,PlotRenderingInfoTest.java,104,48,0.461538,4,0.115385
jfreechart\src\test\java\org\jfree\chart\plot\CombinedRangeXYPlotTest.java,CombinedRangeXYPlotTest.java,241,84,0.348548,9,0.038728
jfreechart\src\test\java\org\jfree\chart\plot\CombinedDomainXYPlotTest.java,CombinedDomainXYPlotTest.java,249,86,0.345382,10,0.034538
jfreechart\src\test\java\org\jfree\chart\plot\DefaultDrawingSupplierTest.java,DefaultDrawingSupplierTest.java,169,58,0.343195,4,0.085799
jfreechart\src\test\java\org\jfree\chart\plot\CombinedRangeCategoryPlotTest.java,CombinedRangeCategoryPlotTest.java,241,80,0.33195,10,0.033195
jfreechart\src\test\java\org\jfree\chart\plot\CombinedDomainCategoryPlotTest.java,CombinedDomainCategoryPlotTest.java,242,81,0.334711,10,0.033471
jfreechart\src\test\java\org\jfree\chart\text\format\LogFormatTest.java,LogFormatTest.java,103,50,0.485437,5,0.097087
jfreechart\src\test\java\org\jfree\chart\text\format\HMSNumberFormatTest.java,HMSNumberFormatTest.java,53,38,0.716981,2,0.358491
jfreechart\src\test\java\org\jfree\chart\text\format\RelativeDateFormatTest.java,RelativeDateFormatTest.java,191,64,0.335079,9,0.037231
jfreechart\src\test\java\org\jfree\chart\urls\CustomXYURLGeneratorTest.java,CustomXYURLGeneratorTest.java,143,59,0.412587,8,0.051573
jfreechart\src\test\java\org\jfree\chart\urls\CustomPieURLGeneratorTest.java,CustomPieURLGeneratorTest.java,103,55,0.533981,5,0.106796
jfreechart\src\test\java\org\jfree\chart\urls\StandardXYURLGeneratorTest.java,StandardXYURLGeneratorTest.java,64,45,0.703125,3,0.234375
jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,TimeSeriesURLGeneratorTest.java,116,51,0.439655,5,0.087931
jfreechart\src\test\java\org\jfree\chart\urls\StandardPieURLGeneratorTest.java,StandardPieURLGeneratorTest.java,110,51,0.463636,5,0.092727
jfreechart\src\test\java\org\jfree\chart\urls\CustomCategoryURLGeneratorTest.java,CustomCategoryURLGeneratorTest.java,143,59,0.412587,8,0.051573
jfreechart\src\test\java\org\jfree\chart\urls\StandardCategoryURLGeneratorTest.java,StandardCategoryURLGeneratorTest.java,106,51,0.481132,5,0.096226
jfreechart\src\test\java\org\jfree\chart\block\ColorBlockTest.java,ColorBlockTest.java,106,48,0.45283,4,0.113208
jfreechart\src\test\java\org\jfree\chart\block\EmptyBlockTest.java,EmptyBlockTest.java,89,47,0.52809,4,0.132022
jfreechart\src\test\java\org\jfree\chart\block\LabelBlockTest.java,LabelBlockTest.java,120,47,0.391667,4,0.097917
jfreechart\src\test\java\org\jfree\chart\block\LineBorderTest.java,LineBorderTest.java,97,47,0.484536,4,0.121134
jfreechart\src\test\java\org\jfree\chart\block\BlockBorderTest.java,BlockBorderTest.java,93,49,0.526882,4,0.13172
jfreechart\src\test\java\org\jfree\chart\block\AbstractBlockTest.java,AbstractBlockTest.java,125,47,0.376,4,0.094
jfreechart\src\test\java\org\jfree\chart\block\BlockContainerTest.java,BlockContainerTest.java,85,47,0.552941,4,0.138235
jfreechart\src\test\java\org\jfree\chart\block\FlowArrangementTest.java,FlowArrangementTest.java,100,47,0.47,4,0.1175
jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,GridArrangementTest.java,268,92,0.343284,19,0.018068
jfreechart\src\test\java\org\jfree\chart\block\BorderArrangementTest.java,BorderArrangementTest.java,711,189,0.265823,9,0.029536
jfreechart\src\test\java\org\jfree\chart\block\ColumnArrangementTest.java,ColumnArrangementTest.java,100,47,0.47,4,0.1175
jfreechart\src\test\java\org\jfree\chart\block\RectangleConstraintTest.java,RectangleConstraintTest.java,118,50,0.423729,2,0.211864
jfreechart\src\test\java\org\jfree\chart\swing\ChartPanelTest.java,ChartPanelTest.java,330,114,0.345455,20,0.017273
jfreechart\src\test\java\org\jfree\chart\swing\CrosshairOverlayTest.java,CrosshairOverlayTest.java,87,47,0.54023,4,0.135057
jfreechart\src\test\java\org\jfree\chart\title\TitleTest.java,TitleTest.java,84,45,0.535714,3,0.178571
jfreechart\src\test\java\org\jfree\chart\title\DateTitleTest.java,DateTitleTest.java,105,50,0.47619,6,0.079365
jfreechart\src\test\java\org\jfree\chart\title\TextTitleTest.java,TextTitleTest.java,137,56,0.408759,6,0.068127
jfreechart\src\test\java\org\jfree\chart\title\ImageTitleTest.java,ImageTitleTest.java,119,113,0.94958,8,0.118697
jfreechart\src\test\java\org\jfree\chart\title\CompositeTitleTest.java,CompositeTitleTest.java,140,57,0.407143,6,0.067857
jfreechart\src\test\java\org\jfree\chart\title\ShortTextTitleTest.java,ShortTextTitleTest.java,90,50,0.555556,5,0.111111
jfreechart\src\test\java\org\jfree\chart\entity\FlowEntityTest.java,FlowEntityTest.java,94,49,0.521277,4,0.130319
jfreechart\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,XYItemEntityTest.java,104,47,0.451923,4,0.112981
jfreechart\src\test\java\org\jfree\chart\entity\TickLabelEntityTest.java,TickLabelEntityTest.java,91,47,0.516484,4,0.129121
jfreechart\src\test\java\org\jfree\chart\entity\LegendItemEntityTest.java,LegendItemEntityTest.java,100,47,0.47,4,0.1175
jfreechart\src\test\java\org\jfree\chart\entity\PieSectionEntityTest.java,PieSectionEntityTest.java,112,47,0.419643,4,0.104911
jfreechart\src\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java,CategoryItemEntityTest.java,111,47,0.423423,4,0.105856
jfreechart\src\test\java\org\jfree\chart\entity\CategoryLabelEntityTest.java,CategoryLabelEntityTest.java,97,47,0.484536,4,0.121134
jfreechart\src\test\java\org\jfree\chart\entity\StandardEntityCollectionTest.java,StandardEntityCollectionTest.java,100,48,0.48,4,0.12
jfreechart\src\test\java\org\jfree\chart\labels\ItemLabelAnchorTest.java,ItemLabelAnchorTest.java,61,44,0.721311,3,0.240437
jfreechart\src\test\java\org\jfree\chart\labels\ItemLabelPositionTest.java,ItemLabelPositionTest.java,67,49,0.731343,3,0.243781
